STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/9/09,0,0,0,,36,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/10/09,0.11,0,0,,37,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/11/09,0.08,0,0,,39,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/12/09,0,0,0,,38,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/13/09,0,0,0,,39,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/14/09,0,0,0,,35,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/15/09,0,0,0,,27,13
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/16/09,0,0,0,,18,8
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/17/09,0,0,0,,26,2
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/18/09,0,0,0,,36,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/19/09,0.01,0.2,0,,32,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/20/09,0,0,0,,30,16
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/21/09,0,0,0,,31,16
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/22/09,0,0,0,,43,13
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/23/09,0,0,0,,55,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/24/09,0,0,0,,51,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/25/09,0,0,0,,33,14
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/26/09,0,0,0,,30,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/27/09,0.3,1.8,0,,28,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/28/09,0.38,0.1,2,,41,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/29/09,0,0,1,,37,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/30/09,0,0,0,,41,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/31/09,0,0,0,,32,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/1/09,0,0,0,,59,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/2/09,0,0,0,,56,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/3/09,0.04,0,0,,38,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/4/09,0,0.4,0,,35,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/5/09,0,0,0,,25,13
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/6/09,0,0,0,,40,12
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/7/09,0,0,0,,62,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/8/09,0,0,0,,66,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/9/09,0,0,0,,52,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/10/09,0,0,0,,58,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/11/09,0.08,0,0,,70,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/12/09,0,0,0,,60,45
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/13/09,0,0,0,,50,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/14/09,0,0,0,,47,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/15/09,0,0,0,,43,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/16/09,0,0,0,,41,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/17/09,0,0,0,,43,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/18/09,0.12,0.2,0,,47,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/19/09,0,0,0,,49,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/20/09,0,0,0,,36,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/21/09,0,0,0,,44,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/22/09,0,0,0,,41,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/23/09,0,0,0,,37,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/24/09,0,0,0,,39,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/25/09,0,0,0,,48,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/26/09,0,0,0,,52,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/27/09,0.01,0,0,,65,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/28/09,0.01,0,0,,53,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/1/09,0.26,1.1,0,,38,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/2/09,0.24,4.7,3,,29,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/3/09,0,0,5,,28,10
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/4/09,0,0,2,,36,8
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/5/09,0,0,1,,46,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/6/09,0,0,0,,65,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/7/09,0,0,0,,73,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/8/09,0,0,0,,76,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/9/09,0,0,0,,65,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/10/09,0,0,0,,48,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/11/09,0,0,0,,70,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/12/09,0,0,0,,48,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/13/09,0,0,0,,40,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/14/09,0.03,0,0,,46,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/15/09,0.03,0,0,,43,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/16/09,0.06,0,0,,50,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/17/09,0.1,0,0,,54,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/18/09,0,0,0,,65,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/19/09,0.08,0,0,,56,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/20/09,0,0,0,,47,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/21/09,0,0,0,,48,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/22/09,0,0,0,,61,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/23/09,0,0,0,,51,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/24/09,0,0,0,,49,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/25/09,0,0,0,,52,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/26/09,0.36,0,0,,49,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/27/09,0.19,0,0,,61,41
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/28/09,0.63,0,0,,52,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/29/09,0.09,0,0,,76,48
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/30/09,0,0,0,,55,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/31/09,0,0,0,,56,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/1/09,0.01,0,0,,57,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/2/09,0.03,0,0,,60,52
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/3/09,1.55,0,0,,72,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/4/09,0,0,0,,64,45
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/5/09,0,0,0,,68,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/6/09,0.19,0,0,,62,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/7/09,0,0,0,,48,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/8/09,0,0,0,,54,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/9/09,0,0,0,,63,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/10/09,0,0,0,,74,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/11/09,0.87,0,0,,57,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/12/09,0,0,0,,55,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/13/09,0.11,0,0,,57,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/14/09,0.21,0,0,,49,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/15/09,1.14,0,0,,48,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/16/09,0,0,0,,63,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/17/09,0,0,0,,71,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/18/09,0,0,0,,76,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/19/09,0,0,0,,70,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/20/09,1.44,0,0,,55,48
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/21/09,0.1,0,0,,68,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/22/09,0.06,0,0,,57,41
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/23/09,0,0,0,,62,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/24/09,0,0,0,,72,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/25/09,0,0,0,,90,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/26/09,0,0,0,,91,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/27/09,0,0,0,,91,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/28/09,0,0,0,,87,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/29/09,0.09,0,0,,71,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/30/09,0,0,0,,64,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/1/09,0.02,0,0,,76,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/2/09,0.01,0,0,,69,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/3/09,0.82,0,0,,60,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/4/09,0.84,0,0,,55,52
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/5/09,0.42,0,0,,59,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/6/09,1.21,0,0,,64,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/7/09,0.56,0,0,,74,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/8/09,0,0,0,,79,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/9/09,0.02,0,0,,84,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/10/09,0,0,0,,72,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/11/09,0.05,0,0,,64,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/12/09,0,0,0,,68,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/13/09,0,0,0,,71,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/14/09,0.07,0,0,,74,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/15/09,0.02,0,0,,79,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/16/09,0.38,0,0,,80,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/17/09,0.07,0,0,,65,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/18/09,0,0,0,,62,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/19/09,0,0,0,,69,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/20/09,0,0,0,,77,41
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/21/09,0,0,0,,80,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/22/09,0,0,0,,83,52
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/23/09,0,0,0,,86,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/24/09,0,0,0,,83,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/25/09,0.32,0,0,,83,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/26/09,2.29,0,0,,70,56
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/27/09,0,0,0,,72,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/28/09,0.01,0,0,,78,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/29/09,1.17,0,0,,81,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/30/09,0,0,0,,78,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/31/09,0.14,0,0,,80,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/1/09,0,0,0,,75,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/2/09,0,0,0,,87,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/3/09,1.1,0,0,,83,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/4/09,0.63,0,0,,64,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/5/09,0.64,0,0,,62,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/6/09,0,0,0,,76,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/7/09,0,0,0,,81,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/8/09,0,0,0,,84,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/9/09,0.37,0,0,,86,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/10/09,0.15,0,0,,80,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/11/09,0.2,0,0,,76,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/12/09,0.02,0,0,,85,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/13/09,0.05,0,0,,82,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/14/09,0,0,0,,81,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/15/09,0,0,0,,81,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/16/09,0,0,0,,73,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/17/09,0.16,0,0,,66,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/18/09,1.77,0,0,,79,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/19/09,0,0,0,,83,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/20/09,0.32,0,0,,86,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/21/09,0,0,0,,79,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/22/09,0,0,0,,85,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/23/09,0,0,0,,84,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/24/09,0,0,0,,87,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/25/09,0,0,0,,89,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/26/09,0,0,0,,89,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/27/09,0,0,0,,85,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/28/09,0,0,0,,80,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/29/09,0,0,0,,84,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/30/09,0.11,0,0,,87,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/1/09,0.37,0,0,,85,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/2/09,0,0,0,,81,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/3/09,0,0,0,,79,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/4/09,0,0,0,,84,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/5/09,0,0,0,,77,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/6/09,0,0,0,,86,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/7/09,0,0,0,,88,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/8/09,0,0,0,,81,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/9/09,0,0,0,,82,56
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/10/09,0,0,0,,83,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/11/09,0,0,0,,82,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/12/09,0,0,0,,90,72
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/13/09,0,0,0,,87,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/14/09,0,0,0,,84,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/15/09,0,0,0,,88,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/16/09,0,0,0,,94,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/17/09,0.05,0,0,,87,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/18/09,0,0,0,,84,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/19/09,0,0,0,,81,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/20/09,0,0,0,,83,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/21/09,0,0,0,,82,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/22/09,0,0,0,,87,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/23/09,0.43,0,0,,84,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/24/09,0,0,0,,87,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/25/09,0.47,0,0,,91,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/26/09,0.12,0,0,,90,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/27/09,0,0,0,,87,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/28/09,0.37,0,0,,88,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/29/09,0.31,0,0,,86,73
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/30/09,0,0,0,,87,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/31/09,1.17,0,0,,88,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/1/09,0.13,0,0,,85,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/2/09,0.15,0,0,,81,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/3/09,0,0,0,,85,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/4/09,0,0,0,,88,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/5/09,0,0,0,,85,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/6/09,0.05,0,0,,78,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/7/09,0,0,0,,82,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/8/09,0,0,0,,83,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/9/09,0,0,0,,92,72
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/10/09,0.71,0,0,,94,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/11/09,0,0,0,,89,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/12/09,0,0,0,,88,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/13/09,0.31,0,0,,84,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/14/09,0,0,0,,84,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/15/09,0,0,0,,86,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/16/09,0,0,0,,90,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/17/09,0,0,0,,89,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/18/09,0.13,0,0,,93,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/19/09,0.04,0,0,,87,72
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/20/09,0,0,0,,91,72
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/21/09,1.04,0,0,,93,72
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/22/09,0.66,0,0,,84,72
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/23/09,0,0,0,,87,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/24/09,0,0,0,,85,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/25/09,0,0,0,,85,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/26/09,0,0,0,,88,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/27/09,0,0,0,,85,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/28/09,1.5,0,0,,77,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/29/09,0.03,0,0,,85,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/30/09,0.01,0,0,,82,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/31/09,0,0,0,,75,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/1/09,0,0,0,,75,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/2/09,0,0,0,,75,53
